Orthogroup	Babesia_bovis	Cardiosporidium_cionae	Cryptosporidium_parvum	Cyclospora_cayetanensis	Eimeria_tenella	Haemoproteus_tartakovskyi	Hepatocystis	Neospora_caninum	Nephromyces	Plasmodium_berghei	Plasmodium_chabaudi	Plasmodium_falciparum	Plasmodium_gaboni	Plasmodium_gallinaceum	Plasmodium_knowlesi	Plasmodium_reichenowi	Plasmodium_vivax	Plasmodium_yoelii	Sarcocystis_neurona	Theileria_annulata	Toxoplasma_gondii	Total
OG0005025	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	0	0	0	0	5
OG0005026	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	5
OG0005027	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	5
OG0005028	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	5
OG0005029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	5
OG0005030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	5
OG0005031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	5
OG0005032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	5
OG0005033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	5
OG0005034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	5
OG0005035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	5
OG0005036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	5
OG0005037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	5
OG0005038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	5
OG0005039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	5
OG0005040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5
OG0005041	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4
OG0005042	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0005043	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0005044	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0005045	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0005046	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4
OG0005047	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	4
OG0005048	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4
OG0005049	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4
OG0005050	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4
OG0005051	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4
OG0005052	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	4
OG0005053	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	4
OG0005054	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4
OG0005055	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4
OG0005056	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0005057	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	4
OG0005058	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0005059	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0005060	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	4
OG0005061	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0005062	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4
OG0005063	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4
OG0005064	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0005065	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	4
OG0005066	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	4
OG0005067	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	4
OG0005068	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0005069	0	1	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0005070	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	4
OG0005071	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0005072	0	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0005073	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0005074	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	4
OG0005075	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0005076	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	4
OG0005077	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	4
OG0005078	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0005079	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	4
OG0005080	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	4
OG0005081	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4
OG0005082	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	4
OG0005083	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4
OG0005084	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4
OG0005085	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0005086	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	4
OG0005087	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	4
OG0005088	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0005089	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0005090	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	4
OG0005091	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0005092	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	4
OG0005093	0	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0005094	0	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0005095	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0005096	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	4
OG0005097	0	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0005098	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	4
OG0005099	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	4
OG0005100	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	4
OG0005101	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	4
OG0005102	0	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0005103	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	4
OG0005104	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	4
OG0005105	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0005106	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0005107	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4
OG0005108	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	4
OG0005109	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4
OG0005110	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0005111	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	4
OG0005112	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	4
OG0005113	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4
OG0005114	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0005115	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0005116	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	4
OG0005117	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	4
OG0005118	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0005119	0	1	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0005120	0	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0005121	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	4
OG0005122	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	4
OG0005123	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0005124	0	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0005125	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4
OG0005126	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0005127	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0005128	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0005129	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0005130	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	4
OG0005131	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4
OG0005132	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	4
OG0005133	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	4
OG0005134	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0005135	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0005136	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	4
OG0005137	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	4
OG0005138	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4
OG0005139	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4
OG0005140	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0005141	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4
OG0005142	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4
OG0005143	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	4
OG0005144	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4
OG0005145	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4
OG0005146	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4
OG0005147	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4
OG0005148	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4
OG0005149	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4
OG0005150	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	4
OG0005151	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	4
OG0005152	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0005153	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4
OG0005154	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	4
OG0005155	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	4
OG0005156	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4
OG0005157	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4
OG0005158	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	4
OG0005159	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4
OG0005160	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4
OG0005161	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4
OG0005162	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4
OG0005163	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4
OG0005164	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4
OG0005165	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4
OG0005166	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4
OG0005167	0	0	0	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0005168	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4
OG0005169	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4
OG0005170	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4
OG0005171	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4
OG0005172	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	4
OG0005173	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4
OG0005174	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4
OG0005175	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4
OG0005176	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4
OG0005177	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4
OG0005178	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	4
OG0005179	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4
OG0005180	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4
OG0005181	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0005182	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4
OG0005183	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4
OG0005184	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4
OG0005185	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4
OG0005186	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4
OG0005187	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4
OG0005188	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4
OG0005189	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4
OG0005190	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	4
OG0005191	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4
OG0005192	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4
OG0005193	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4
OG0005194	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4
OG0005195	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4
OG0005196	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4
OG0005197	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4
OG0005198	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4
OG0005199	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4
OG0005200	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4
OG0005201	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4
OG0005202	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4
OG0005203	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4
OG0005204	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	4
OG0005205	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4
OG0005206	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4
OG0005207	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	4
OG0005208	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4
OG0005209	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4
OG0005210	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4
OG0005211	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	4
OG0005212	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	4
OG0005213	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4
OG0005214	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4
OG0005215	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4
OG0005216	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4
OG0005217	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4
OG0005218	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4
OG0005219	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	4
OG0005220	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4
OG0005221	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4
OG0005222	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4
OG0005223	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	4
OG0005224	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	4
OG0005225	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4
OG0005226	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4
OG0005227	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4
OG0005228	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4
OG0005229	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4
OG0005230	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4
OG0005231	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4
OG0005232	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4
OG0005233	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4
OG0005234	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4
OG0005235	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4
OG0005236	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4
OG0005237	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4
OG0005238	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4
OG0005239	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	4
OG0005240	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4
OG0005241	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4
OG0005242	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4
OG0005243	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	4
OG0005244	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4
OG0005245	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4
OG0005246	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4
OG0005247	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4
OG0005248	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	4
OG0005249	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4
OG0005250	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4
OG0005251	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4
OG0005252	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	4
OG0005253	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4
OG0005254	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4
OG0005255	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4
OG0005256	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4
OG0005257	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4
OG0005258	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4
OG0005259	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	4
OG0005260	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4
OG0005261	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4
OG0005262	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4
OG0005263	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4
OG0005264	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4
OG0005265	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4
OG0005266	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4
OG0005267	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4
OG0005268	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4
OG0005269	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	4
OG0005270	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4
OG0005271	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4
OG0005272	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4
OG0005273	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4
OG0005274	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4
OG0005275	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	4
OG0005276	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4
OG0005277	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4
OG0005278	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4
OG0005279	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4
OG0005280	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	4
OG0005281	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4
OG0005282	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4
OG0005283	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4
OG0005284	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4
OG0005285	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	4
OG0005286	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4
OG0005287	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4
OG0005288	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4
OG0005289	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	4
OG0005290	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4
OG0005291	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4
OG0005292	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4
OG0005293	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4
OG0005294	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4
OG0005295	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4
OG0005296	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	4
OG0005297	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	4
OG0005298	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4
